id,title,author,text,state,date_published,source,category,sentiment_score,word_count,char_count,has_images,has_videos,readability_score,num_shares,num_comments,political_bias,fact_check_rating,is_satirical,trust_score,source_reputation,clickbait_score,plagiarism_score,label
930,Breaking News 930,Jane Smith,This is the content of article 930. It contains detailed analysis and reports.,Texas,21-12-2021,Daily Mail,Business,0.7,156,6034,0,0,40.85,33440,584,Right,Mixed,0,59,9,0.93,55.55,Real
931,Breaking News 931,Chris Lee,This is the content of article 931. It contains detailed analysis and reports.,Massachusetts,24-05-2022,New York Times,Technology,-0.79,1415,7760,1,1,38.41,19817,829,Left,Mixed,1,66,7,0.42,11.64,Real
932,Breaking News 932,Chris Lee,This is the content of article 932. It contains detailed analysis and reports.,Illinois,02-07-2021,New York Times,Entertainment,0.31,212,6486,1,0,44.93,34151,238,Right,Mixed,1,34,3,0.18,8.85,Fake
933,Breaking News 933,Chris Lee,This is the content of article 933. It contains detailed analysis and reports.,Michigan,02-11-2022,The Onion,Politics,-0.09,348,3090,1,0,49.74,32034,65,Right,FALSE,1,43,5,0.53,77.51,Fake
934,Breaking News 934,Chris Lee,This is the content of article 934. It contains detailed analysis and reports.,Georgia,30-09-2021,HuffPost,Sports,0.09,1496,7930,1,1,36.67,15645,537,Left,Mixed,1,63,10,0.66,57.42,Real
935,Breaking News 935,Jane Smith,This is the content of article 935. It contains detailed analysis and reports.,Illinois,04-08-2023,CNN,Sports,-0.44,890,1451,1,0,53.2,24383,264,Center,Mixed,0,39,8,0.24,61.22,Real
936,Breaking News 936,Alex Johnson,This is the content of article 936. It contains detailed analysis and reports.,Michigan,30-05-2020,HuffPost,Technology,0.25,1062,778,1,0,41.78,4807,810,Center,TRUE,0,65,7,0.58,15.21,Fake
937,Breaking News 937,Jane Smith,This is the content of article 937. It contains detailed analysis and reports.,Texas,04-02-2020,Breitbart,Politics,-0.38,156,6646,1,1,72.56,32961,720,Right,Mixed,0,33,4,0.83,84.59,Real
938,Breaking News 938,John Doe,This is the content of article 938. It contains detailed analysis and reports.,Massachusetts,11-12-2023,CNN,Technology,0.79,1244,3156,1,1,73.47,48225,651,Center,TRUE,1,89,5,0.56,94.39,Real
939,Breaking News 939,Emily Davis,This is the content of article 939. It contains detailed analysis and reports.,Florida,14-06-2021,HuffPost,Technology,0.87,1111,1709,1,0,70.99,39,892,Right,TRUE,0,8,9,1,54.14,Real
940,Breaking News 940,Chris Lee,This is the content of article 940. It contains detailed analysis and reports.,Missouri,07-07-2020,Washington Post,Sports,0.08,723,7883,1,0,31.06,18631,506,Right,FALSE,0,33,4,0.22,84.97,Real
941,Breaking News 941,Chris Lee,This is the content of article 941. It contains detailed analysis and reports.,North Carolina,18-04-2023,The Guardian,Politics,0.76,1462,1909,0,1,57.06,7713,669,Center,FALSE,1,35,5,0.02,88.31,Fake
942,Breaking News 942,Chris Lee,This is the content of article 942. It contains detailed analysis and reports.,Illinois,30-04-2023,New York Times,Sports,-0.27,704,4366,0,0,72.04,3602,629,Center,TRUE,1,0,7,0.29,12.5,Real
943,Breaking News 943,Alex Johnson,This is the content of article 943. It contains detailed analysis and reports.,Arizona,07-10-2021,Breitbart,Sports,0.99,1242,4777,1,1,48.24,22914,948,Right,TRUE,0,28,3,0,28.68,Real
944,Breaking News 944,John Doe,This is the content of article 944. It contains detailed analysis and reports.,North Carolina,15-11-2022,CNN,Politics,-0.08,117,2892,1,1,70.12,3795,256,Right,TRUE,0,19,5,0.62,26.41,Real
945,Breaking News 945,Chris Lee,This is the content of article 945. It contains detailed analysis and reports.,Ohio,10-06-2021,Reuters,Sports,0.78,821,3631,1,1,78.03,1952,648,Center,Mixed,0,33,5,0.24,77.53,Real
946,Breaking News 946,Chris Lee,This is the content of article 946. It contains detailed analysis and reports.,New York,01-11-2021,New York Times,Politics,0.15,746,6354,1,0,33.42,9362,191,Left,TRUE,0,89,4,0.36,14.89,Fake
947,Breaking News 947,Alex Johnson,This is the content of article 947. It contains detailed analysis and reports.,New Jersey,27-07-2022,Reuters,Technology,0.15,361,5936,0,1,46.34,20514,820,Center,Mixed,1,72,1,0.7,54.77,Fake
948,Breaking News 948,Alex Johnson,This is the content of article 948. It contains detailed analysis and reports.,Virginia,16-01-2022,InfoWars,Politics,0.82,341,2164,0,1,48.03,40649,606,Left,FALSE,0,60,6,0.84,0.82,Real
949,Breaking News 949,Chris Lee,This is the content of article 949. It contains detailed analysis and reports.,Virginia,24-01-2023,New York Times,Politics,-0.6,1104,3699,1,0,79.21,37102,909,Left,FALSE,0,97,3,0.43,98.87,Fake
950,Breaking News 950,John Doe,This is the content of article 950. It contains detailed analysis and reports.,Tennessee,30-05-2020,Reuters,Sports,0.66,193,5434,1,1,30.93,47078,796,Right,FALSE,0,40,9,0.12,70.68,Fake
951,Breaking News 951,John Doe,This is the content of article 951. It contains detailed analysis and reports.,Florida,15-08-2021,New York Times,Health,0.34,762,1739,0,0,73.95,39149,3,Right,TRUE,0,70,7,0.45,16,Fake
952,Breaking News 952,John Doe,This is the content of article 952. It contains detailed analysis and reports.,Indiana,21-08-2023,BBC,Health,0.9,584,2157,0,1,53.34,8928,53,Center,TRUE,0,37,10,0.96,81.63,Fake
953,Breaking News 953,Jane Smith,This is the content of article 953. It contains detailed analysis and reports.,Maryland,31-03-2021,Breitbart,Politics,-0.63,1090,1626,0,0,79.93,17926,436,Right,FALSE,1,22,5,0.77,96.2,Fake
954,Breaking News 954,Alex Johnson,This is the content of article 954. It contains detailed analysis and reports.,Texas,27-05-2023,BBC,Health,0.11,611,4948,0,0,59.89,1398,175,Left,FALSE,1,91,5,0.2,79.45,Real
955,Breaking News 955,Chris Lee,This is the content of article 955. It contains detailed analysis and reports.,California,19-06-2020,HuffPost,Technology,0.1,178,5009,0,1,53.64,23363,423,Center,Mixed,1,69,6,0.14,40.54,Real
956,Breaking News 956,Alex Johnson,This is the content of article 956. It contains detailed analysis and reports.,New York,23-02-2023,BBC,Politics,-0.93,266,7070,1,1,65.88,18601,619,Left,FALSE,0,3,2,0.67,20.16,Fake
957,Breaking News 957,Alex Johnson,This is the content of article 957. It contains detailed analysis and reports.,Florida,09-04-2023,The Onion,Health,-0.52,490,2048,0,0,74.37,48677,204,Center,FALSE,1,56,3,0.9,73.5,Real
958,Breaking News 958,Chris Lee,This is the content of article 958. It contains detailed analysis and reports.,Arizona,27-09-2023,InfoWars,Business,0.75,292,7167,1,0,36.54,38898,644,Right,Mixed,1,42,4,0.98,11.01,Real
959,Breaking News 959,John Doe,This is the content of article 959. It contains detailed analysis and reports.,Pennsylvania,09-10-2021,The Onion,Technology,-0.19,564,5137,0,0,40.64,4242,600,Left,FALSE,1,42,2,0.17,44.21,Fake
960,Breaking News 960,Alex Johnson,This is the content of article 960. It contains detailed analysis and reports.,Illinois,10-06-2022,HuffPost,Sports,0.34,779,6410,0,1,76.23,44283,94,Right,FALSE,1,9,4,0.63,15.36,Real
961,Breaking News 961,Chris Lee,This is the content of article 961. It contains detailed analysis and reports.,Maryland,04-09-2022,Daily Mail,Entertainment,0.75,314,3820,0,0,49.39,11591,24,Left,Mixed,0,58,9,0.28,0.69,Fake
962,Breaking News 962,Chris Lee,This is the content of article 962. It contains detailed analysis and reports.,Arizona,15-10-2022,Daily Mail,Politics,0.89,1069,1715,1,0,42.48,43630,497,Right,FALSE,1,56,8,0.27,93.39,Real
963,Breaking News 963,John Doe,This is the content of article 963. It contains detailed analysis and reports.,California,16-08-2023,The Onion,Technology,-0.24,1446,6346,0,1,72,24896,830,Left,TRUE,0,44,2,0.8,99.37,Real
964,Breaking News 964,Chris Lee,This is the content of article 964. It contains detailed analysis and reports.,Georgia,08-07-2020,BBC,Entertainment,-0.29,1384,2451,1,0,68.12,22654,66,Right,Mixed,0,97,10,0.58,37.36,Real
965,Breaking News 965,Chris Lee,This is the content of article 965. It contains detailed analysis and reports.,Illinois,03-01-2020,New York Times,Business,-0.07,521,7498,0,1,59.97,2487,225,Center,FALSE,0,37,2,0.31,51.62,Fake
966,Breaking News 966,Emily Davis,This is the content of article 966. It contains detailed analysis and reports.,Missouri,10-08-2021,The Onion,Business,-0.6,713,3496,0,1,43.51,18691,150,Right,FALSE,0,83,2,0.61,86.12,Real
967,Breaking News 967,Emily Davis,This is the content of article 967. It contains detailed analysis and reports.,Michigan,19-04-2023,The Onion,Business,-0.56,1141,2840,1,1,50.83,4824,716,Right,FALSE,1,77,1,0.68,99.51,Fake
968,Breaking News 968,Alex Johnson,This is the content of article 968. It contains detailed analysis and reports.,New York,08-04-2020,Snopes,Sports,-0.12,940,2021,0,0,68.61,31480,955,Right,Mixed,0,84,3,0.66,98.3,Real
969,Breaking News 969,Emily Davis,This is the content of article 969. It contains detailed analysis and reports.,Indiana,19-02-2020,New York Times,Health,0.16,512,6485,0,0,41.4,3363,255,Center,Mixed,0,34,4,0.06,73.53,Real
970,Breaking News 970,Chris Lee,This is the content of article 970. It contains detailed analysis and reports.,Indiana,19-05-2021,New York Times,Business,-0.18,956,2647,1,0,67.61,6990,541,Center,Mixed,1,27,6,0.55,44.11,Fake
971,Breaking News 971,Chris Lee,This is the content of article 971. It contains detailed analysis and reports.,New Jersey,07-07-2022,Daily Mail,Politics,0.43,1010,2970,0,0,66.18,3359,861,Right,Mixed,1,26,4,0.49,25.61,Real
972,Breaking News 972,Jane Smith,This is the content of article 972. It contains detailed analysis and reports.,North Carolina,23-02-2022,The Guardian,Health,-0.62,1363,1278,1,0,73.69,4877,792,Right,TRUE,1,58,3,0.95,97.95,Fake
973,Breaking News 973,Emily Davis,This is the content of article 973. It contains detailed analysis and reports.,Texas,15-06-2022,HuffPost,Entertainment,-0.2,490,3981,1,1,51.54,9419,492,Right,Mixed,1,51,5,0.01,36.74,Real
974,Breaking News 974,Chris Lee,This is the content of article 974. It contains detailed analysis and reports.,New Jersey,11-02-2021,Reuters,Sports,-0.29,387,5826,0,1,30.05,49976,737,Center,Mixed,1,87,8,0.18,67.2,Fake
975,Breaking News 975,Jane Smith,This is the content of article 975. It contains detailed analysis and reports.,North Carolina,30-07-2023,Fox News,Entertainment,-0.63,1194,5652,0,1,50.91,2190,634,Left,TRUE,0,94,3,0.01,12.82,Fake
976,Breaking News 976,Emily Davis,This is the content of article 976. It contains detailed analysis and reports.,New York,30-08-2021,The Onion,Politics,0.44,1253,986,1,0,41.48,48179,862,Left,Mixed,0,82,7,0.39,3.93,Real
977,Breaking News 977,Jane Smith,This is the content of article 977. It contains detailed analysis and reports.,North Carolina,04-05-2023,Snopes,Health,0.68,1421,1278,0,1,36.65,8174,344,Right,FALSE,1,18,2,0.98,73.68,Real
978,Breaking News 978,Chris Lee,This is the content of article 978. It contains detailed analysis and reports.,New Jersey,17-09-2023,CNN,Health,0.61,802,5905,0,1,44.14,45618,896,Right,FALSE,0,42,10,0.7,14.28,Real
979,Breaking News 979,Alex Johnson,This is the content of article 979. It contains detailed analysis and reports.,Maryland,20-08-2020,Reuters,Entertainment,-0.99,947,5725,0,0,30.35,49639,736,Center,FALSE,1,31,6,0.5,91.5,Fake
980,Breaking News 980,John Doe,This is the content of article 980. It contains detailed analysis and reports.,Pennsylvania,09-04-2021,Snopes,Business,-0.29,421,2754,0,1,44.03,26727,845,Left,FALSE,1,2,2,0.83,28.52,Fake
981,Breaking News 981,John Doe,This is the content of article 981. It contains detailed analysis and reports.,New York,10-12-2023,Breitbart,Business,-0.45,155,4111,0,1,78.98,34974,169,Left,TRUE,1,100,9,0.16,27.93,Fake
982,Breaking News 982,Chris Lee,This is the content of article 982. It contains detailed analysis and reports.,Indiana,02-11-2021,Washington Post,Entertainment,-0.21,1203,2079,0,1,67.66,17856,836,Center,TRUE,0,58,4,0.44,84.37,Fake
983,Breaking News 983,Chris Lee,This is the content of article 983. It contains detailed analysis and reports.,Illinois,29-01-2024,Reuters,Entertainment,-0.14,1172,2483,0,0,38.96,17642,815,Left,Mixed,0,89,10,0.62,42.03,Real
984,Breaking News 984,Alex Johnson,This is the content of article 984. It contains detailed analysis and reports.,Massachusetts,03-07-2021,The Guardian,Technology,-0.93,1239,6646,1,1,41.57,31581,245,Left,TRUE,1,59,4,0.67,90.74,Real
985,Breaking News 985,Jane Smith,This is the content of article 985. It contains detailed analysis and reports.,Wisconsin,21-04-2022,The Onion,Business,0.62,516,1802,1,0,52.07,41597,445,Left,TRUE,0,15,1,0.46,32.67,Fake
986,Breaking News 986,Emily Davis,This is the content of article 986. It contains detailed analysis and reports.,Arizona,20-01-2023,Fox News,Entertainment,0.43,806,4139,1,0,43.11,7113,880,Center,TRUE,1,21,10,0.92,59.98,Fake
987,Breaking News 987,Emily Davis,This is the content of article 987. It contains detailed analysis and reports.,Washington,06-10-2021,HuffPost,Business,-0.44,429,6368,0,0,57.79,1077,853,Center,TRUE,0,79,3,0.85,43.31,Fake
988,Breaking News 988,Chris Lee,This is the content of article 988. It contains detailed analysis and reports.,Massachusetts,19-05-2020,Breitbart,Politics,0.92,879,5337,0,1,30.51,15666,936,Right,Mixed,1,48,7,0.89,48.61,Fake
989,Breaking News 989,Chris Lee,This is the content of article 989. It contains detailed analysis and reports.,Washington,24-02-2024,Breitbart,Health,-0.08,1492,3170,1,0,69.19,14121,70,Center,FALSE,0,62,9,0.43,7.53,Fake
990,Breaking News 990,Emily Davis,This is the content of article 990. It contains detailed analysis and reports.,New York,19-06-2022,Washington Post,Health,-0.23,1479,2501,0,0,40.62,46515,645,Center,Mixed,1,1,1,0.17,45.24,Real
991,Breaking News 991,Emily Davis,This is the content of article 991. It contains detailed analysis and reports.,Ohio,23-01-2022,BBC,Business,-0.49,791,6161,1,1,48.16,40217,220,Center,FALSE,1,48,10,0.72,43.44,Fake
992,Breaking News 992,Jane Smith,This is the content of article 992. It contains detailed analysis and reports.,Texas,19-11-2023,The Guardian,Technology,-0.23,1109,1257,1,0,75.7,12311,962,Right,TRUE,1,40,8,0.05,80.95,Fake
993,Breaking News 993,Emily Davis,This is the content of article 993. It contains detailed analysis and reports.,New Jersey,27-03-2020,Snopes,Politics,-0.84,735,5892,0,1,41.73,49592,895,Center,Mixed,1,77,8,0.51,26.57,Real
994,Breaking News 994,Alex Johnson,This is the content of article 994. It contains detailed analysis and reports.,Ohio,09-01-2023,Washington Post,Technology,-0.3,948,6969,1,0,59.84,18787,85,Right,FALSE,1,94,7,0.78,71.39,Fake
995,Breaking News 995,Jane Smith,This is the content of article 995. It contains detailed analysis and reports.,Arizona,07-08-2020,HuffPost,Sports,-0.68,818,1450,1,0,60.12,9496,996,Left,FALSE,0,85,9,0.88,17.29,Real
996,Breaking News 996,Alex Johnson,This is the content of article 996. It contains detailed analysis and reports.,Pennsylvania,20-12-2023,BBC,Technology,0.77,216,6582,0,0,63.74,19197,799,Center,Mixed,0,49,1,0.25,67.04,Fake
997,Breaking News 997,Alex Johnson,This is the content of article 997. It contains detailed analysis and reports.,North Carolina,14-06-2020,InfoWars,Technology,0.74,1056,6917,1,1,76.36,16255,936,Center,TRUE,1,2,8,0.67,35.02,Fake
998,Breaking News 998,Emily Davis,This is the content of article 998. It contains detailed analysis and reports.,Missouri,02-12-2022,BBC,Entertainment,0.43,738,4831,1,0,52.47,36270,763,Left,TRUE,1,31,8,0.38,47.08,Real
999,Breaking News 999,Emily Davis,This is the content of article 999. It contains detailed analysis and reports.,Georgia,26-12-2022,Snopes,Health,-0.34,586,2981,0,0,63.44,772,911,Center,Mixed,1,36,4,0.01,73.56,Fake
1000,Breaking News 1000,Emily Davis,This is the content of article 1000. It contains detailed analysis and reports.,Texas,21-04-2023,HuffPost,Sports,0.49,603,3505,1,0,30.42,50000,431,Left,FALSE,0,45,6,0.92,30.07,Fake
1001,Breaking News 1001,Emily Davis,This is the content of article 1001. It contains detailed analysis and reports.,Ohio,28-05-2022,Washington Post,Politics,-0.23,1063,5460,0,0,67.82,84,210,Left,FALSE,1,23,1,0.46,3.55,Real
1002,Breaking News 1002,Emily Davis,This is the content of article 1002. It contains detailed analysis and reports.,Tennessee,18-06-2022,Breitbart,Business,-0.74,1153,5931,0,0,52.96,45333,72,Center,FALSE,1,88,4,0.74,90.98,Real
1003,Breaking News 1003,Emily Davis,This is the content of article 1003. It contains detailed analysis and reports.,Illinois,17-05-2022,Fox News,Health,0.57,983,6560,1,0,49.82,28484,688,Center,Mixed,1,43,7,0.76,99.27,Fake
1004,Breaking News 1004,Emily Davis,This is the content of article 1004. It contains detailed analysis and reports.,Maryland,12-03-2023,HuffPost,Politics,0.43,1379,1674,0,0,76.61,33845,775,Right,FALSE,0,4,10,0.32,8.38,Real
1005,Breaking News 1005,Jane Smith,This is the content of article 1005. It contains detailed analysis and reports.,Virginia,30-09-2020,CNN,Technology,-0.01,1039,5484,0,0,69.35,37567,566,Left,Mixed,1,51,5,0.64,48.75,Fake
1006,Breaking News 1006,Jane Smith,This is the content of article 1006. It contains detailed analysis and reports.,Texas,05-03-2023,New York Times,Technology,0.66,1395,1912,1,0,50.6,42313,378,Right,TRUE,0,99,2,0,18.09,Fake
1007,Breaking News 1007,John Doe,This is the content of article 1007. It contains detailed analysis and reports.,Florida,22-01-2022,Washington Post,Entertainment,0.74,886,5318,1,0,42.99,5136,695,Right,TRUE,0,20,8,0.47,35.51,Real
1008,Breaking News 1008,Emily Davis,This is the content of article 1008. It contains detailed analysis and reports.,Massachusetts,12-01-2024,Washington Post,Sports,-0.23,912,5067,1,1,44.48,6380,999,Left,FALSE,1,0,9,0.36,63.86,Fake
1009,Breaking News 1009,Chris Lee,This is the content of article 1009. It contains detailed analysis and reports.,North Carolina,20-02-2021,HuffPost,Sports,0.82,279,3588,0,1,33.9,21047,878,Right,TRUE,1,27,1,0.38,53.32,Real
1010,Breaking News 1010,Chris Lee,This is the content of article 1010. It contains detailed analysis and reports.,Pennsylvania,05-06-2020,Reuters,Technology,-0.42,1351,5563,1,0,57.2,4705,424,Right,Mixed,1,97,9,0.97,11.35,Real
1011,Breaking News 1011,Jane Smith,This is the content of article 1011. It contains detailed analysis and reports.,Pennsylvania,03-02-2022,Daily Mail,Health,0.84,970,2382,1,0,47.61,481,3,Left,Mixed,0,56,8,0.85,58.57,Real
1012,Breaking News 1012,Emily Davis,This is the content of article 1012. It contains detailed analysis and reports.,Texas,21-12-2020,BBC,Politics,0.66,1137,7938,0,1,45.64,12382,679,Left,Mixed,1,48,8,0.99,39,Fake
1013,Breaking News 1013,Chris Lee,This is the content of article 1013. It contains detailed analysis and reports.,Massachusetts,17-09-2023,The Guardian,Technology,0.54,1311,4346,0,1,41.7,49539,812,Left,TRUE,0,7,2,0.87,51.99,Real
1014,Breaking News 1014,Emily Davis,This is the content of article 1014. It contains detailed analysis and reports.,Indiana,11-07-2022,InfoWars,Politics,-0.31,922,5779,1,0,47.73,16439,466,Center,FALSE,1,72,3,0.73,26.46,Fake
1015,Breaking News 1015,Emily Davis,This is the content of article 1015. It contains detailed analysis and reports.,Maryland,04-07-2021,New York Times,Politics,-0.82,1447,6886,0,0,39.28,32120,633,Center,Mixed,1,49,10,0.49,69.65,Fake
1016,Breaking News 1016,Chris Lee,This is the content of article 1016. It contains detailed analysis and reports.,Arizona,01-07-2020,BBC,Health,0.7,1396,833,1,1,30.7,47163,752,Left,TRUE,0,44,6,0.83,27.28,Fake
1017,Breaking News 1017,Jane Smith,This is the content of article 1017. It contains detailed analysis and reports.,New York,22-10-2023,Snopes,Health,-0.49,1179,7207,1,0,49.24,23211,118,Center,FALSE,0,38,2,0.19,15.04,Fake
1018,Breaking News 1018,Alex Johnson,This is the content of article 1018. It contains detailed analysis and reports.,Massachusetts,03-11-2020,Reuters,Business,-0.25,824,7587,1,1,55.48,29965,976,Center,Mixed,1,38,1,0.59,2.44,Fake
1019,Breaking News 1019,Jane Smith,This is the content of article 1019. It contains detailed analysis and reports.,Virginia,22-11-2023,HuffPost,Politics,-0.07,1244,3929,0,1,64.47,39645,114,Right,Mixed,1,12,1,0.94,55.6,Fake
1020,Breaking News 1020,Alex Johnson,This is the content of article 1020. It contains detailed analysis and reports.,Maryland,06-10-2023,The Guardian,Sports,0.86,260,1681,1,0,59.98,44870,154,Right,FALSE,1,53,4,0.88,25.55,Real
1021,Breaking News 1021,Alex Johnson,This is the content of article 1021. It contains detailed analysis and reports.,California,30-01-2020,HuffPost,Politics,0.22,817,1987,0,1,55.16,2133,256,Left,FALSE,0,45,7,0.82,36.21,Fake
1022,Breaking News 1022,Alex Johnson,This is the content of article 1022. It contains detailed analysis and reports.,Maryland,15-11-2020,InfoWars,Politics,0.43,1030,4044,0,0,54.5,34743,349,Right,Mixed,1,100,5,0.11,57.76,Fake
1023,Breaking News 1023,Chris Lee,This is the content of article 1023. It contains detailed analysis and reports.,Wisconsin,22-01-2024,BBC,Sports,0.21,1168,1548,0,0,74.75,14482,460,Left,TRUE,1,52,9,0.55,27.37,Fake
1024,Breaking News 1024,John Doe,This is the content of article 1024. It contains detailed analysis and reports.,Illinois,02-10-2021,CNN,Politics,0.28,579,4118,0,0,40.62,15726,6,Center,Mixed,1,100,7,0.41,76.3,Fake
1025,Breaking News 1025,Jane Smith,This is the content of article 1025. It contains detailed analysis and reports.,Missouri,04-09-2021,The Onion,Sports,-0.84,554,1535,1,1,41.36,41775,904,Center,TRUE,0,36,4,0.17,34.5,Real
1026,Breaking News 1026,Chris Lee,This is the content of article 1026. It contains detailed analysis and reports.,Wisconsin,03-10-2020,Snopes,Sports,-0.39,215,7070,0,1,46.07,32650,18,Right,TRUE,0,6,6,0.17,46.36,Fake
1027,Breaking News 1027,Alex Johnson,This is the content of article 1027. It contains detailed analysis and reports.,Massachusetts,26-02-2024,InfoWars,Politics,-0.12,768,5025,1,0,73.73,35355,473,Center,FALSE,1,27,4,0.91,17.27,Real
1028,Breaking News 1028,Chris Lee,This is the content of article 1028. It contains detailed analysis and reports.,New Jersey,26-06-2020,Breitbart,Politics,0.08,274,4744,1,1,53.83,49479,238,Right,FALSE,1,7,9,0.9,67.56,Fake
1029,Breaking News 1029,Chris Lee,This is the content of article 1029. It contains detailed analysis and reports.,Tennessee,18-11-2020,The Guardian,Technology,0.43,1419,7855,0,1,33.13,13777,430,Right,FALSE,0,79,4,0.89,89.51,Real
1030,Breaking News 1030,Chris Lee,This is the content of article 1030. It contains detailed analysis and reports.,Florida,07-07-2023,Washington Post,Sports,0.49,1131,707,0,0,31.39,11691,237,Center,Mixed,1,91,8,0.54,35.45,Fake
1031,Breaking News 1031,Chris Lee,This is the content of article 1031. It contains detailed analysis and reports.,Indiana,11-02-2020,Breitbart,Politics,-0.33,937,2353,0,1,57.57,42490,633,Right,FALSE,1,8,6,0.57,73.72,Fake
1032,Breaking News 1032,Chris Lee,This is the content of article 1032. It contains detailed analysis and reports.,Illinois,25-11-2020,Daily Mail,Technology,-0.02,1368,4463,1,1,68.35,20680,160,Right,TRUE,1,54,3,0.41,56.03,Real
1033,Breaking News 1033,Alex Johnson,This is the content of article 1033. It contains detailed analysis and reports.,Florida,11-05-2021,Reuters,Technology,-0.95,996,7545,0,0,40.82,24051,380,Center,FALSE,0,5,7,0.26,38.97,Real
1034,Breaking News 1034,Emily Davis,This is the content of article 1034. It contains detailed analysis and reports.,Tennessee,30-09-2022,New York Times,Politics,-0.36,420,6117,0,1,42.35,49817,96,Left,FALSE,0,17,5,0.5,93.38,Real
1035,Breaking News 1035,Emily Davis,This is the content of article 1035. It contains detailed analysis and reports.,New York,17-08-2021,HuffPost,Technology,0.55,1468,7963,1,0,38.08,28095,110,Center,TRUE,0,58,1,0.84,64.88,Fake
1036,Breaking News 1036,Alex Johnson,This is the content of article 1036. It contains detailed analysis and reports.,New York,14-02-2022,Daily Mail,Health,0.87,1178,4637,1,0,49.2,37312,202,Left,FALSE,0,15,2,0.32,3.95,Real
1037,Breaking News 1037,Alex Johnson,This is the content of article 1037. It contains detailed analysis and reports.,Pennsylvania,21-08-2021,Snopes,Politics,-0.6,553,6095,0,1,77.13,5795,995,Right,TRUE,1,73,2,0.8,47.79,Real
1038,Breaking News 1038,Chris Lee,This is the content of article 1038. It contains detailed analysis and reports.,Missouri,12-05-2022,Daily Mail,Business,-0.66,162,1730,1,1,76.55,40290,298,Center,TRUE,1,64,8,0.7,20.48,Real
1039,Breaking News 1039,John Doe,This is the content of article 1039. It contains detailed analysis and reports.,New York,07-02-2023,HuffPost,Business,0.96,1077,938,0,1,37.66,44292,984,Left,FALSE,1,60,2,0.54,83.74,Fake
1040,Breaking News 1040,Jane Smith,This is the content of article 1040. It contains detailed analysis and reports.,Virginia,20-10-2023,InfoWars,Sports,-0.02,1464,1789,0,1,73.25,16337,549,Left,TRUE,0,52,9,0.88,58.71,Real
1041,Breaking News 1041,John Doe,This is the content of article 1041. It contains detailed analysis and reports.,Florida,24-04-2023,The Guardian,Health,0.12,978,5965,1,0,50.57,26443,663,Right,FALSE,1,94,7,0.88,57.71,Real
1042,Breaking News 1042,John Doe,This is the content of article 1042. It contains detailed analysis and reports.,Indiana,11-02-2023,The Onion,Business,-0.45,1367,2437,1,0,48.03,23784,357,Center,FALSE,1,30,8,0.77,39.18,Fake
1043,Breaking News 1043,John Doe,This is the content of article 1043. It contains detailed analysis and reports.,Wisconsin,02-06-2021,HuffPost,Health,-0.01,1363,7768,0,1,53.76,22038,668,Right,TRUE,0,88,8,0.5,58.52,Fake
1044,Breaking News 1044,Jane Smith,This is the content of article 1044. It contains detailed analysis and reports.,Indiana,05-11-2020,BBC,Sports,-0.11,516,7534,0,1,53.61,46547,754,Right,TRUE,1,22,5,0.17,67.35,Real
1045,Breaking News 1045,Chris Lee,This is the content of article 1045. It contains detailed analysis and reports.,Maryland,23-03-2023,Daily Mail,Politics,0.48,472,2165,0,0,43.25,38033,319,Right,Mixed,1,40,1,0.45,96.05,Real
1046,Breaking News 1046,Alex Johnson,This is the content of article 1046. It contains detailed analysis and reports.,California,03-02-2022,The Guardian,Business,-0.86,775,5583,1,0,32.19,1170,399,Left,FALSE,0,90,7,0.26,15.14,Real
1047,Breaking News 1047,Chris Lee,This is the content of article 1047. It contains detailed analysis and reports.,Wisconsin,02-04-2023,BBC,Business,0.04,1149,3090,1,0,54.62,17474,411,Center,Mixed,1,55,3,0.47,45.19,Real
1048,Breaking News 1048,Jane Smith,This is the content of article 1048. It contains detailed analysis and reports.,New York,02-09-2021,Fox News,Entertainment,-0.81,187,4774,0,0,36.6,28665,169,Right,FALSE,0,100,10,0.77,74.93,Fake
1049,Breaking News 1049,Alex Johnson,This is the content of article 1049. It contains detailed analysis and reports.,Georgia,02-01-2022,CNN,Health,-0.63,1497,4851,1,0,38.25,1289,649,Center,Mixed,1,96,2,0.99,25.23,Fake
1050,Breaking News 1050,Jane Smith,This is the content of article 1050. It contains detailed analysis and reports.,North Carolina,15-07-2021,New York Times,Sports,-0.54,1434,7378,1,0,73.95,22330,788,Right,FALSE,0,38,4,0.64,91.19,Real
1051,Breaking News 1051,Jane Smith,This is the content of article 1051. It contains detailed analysis and reports.,Washington,03-02-2023,InfoWars,Entertainment,-0.36,1417,1717,1,0,43.07,8645,46,Right,FALSE,1,14,10,0.35,8.44,Real
1052,Breaking News 1052,Alex Johnson,This is the content of article 1052. It contains detailed analysis and reports.,Maryland,31-03-2023,CNN,Technology,-0.83,439,3909,0,0,64.3,13350,287,Center,TRUE,1,71,4,0.74,14.57,Real
1053,Breaking News 1053,Chris Lee,This is the content of article 1053. It contains detailed analysis and reports.,Florida,12-09-2023,New York Times,Entertainment,0.55,734,1255,1,1,71.05,36533,836,Center,Mixed,1,17,5,0.8,54.63,Fake
1054,Breaking News 1054,Chris Lee,This is the content of article 1054. It contains detailed analysis and reports.,Massachusetts,26-06-2021,HuffPost,Politics,0.31,282,2376,0,0,74.72,45348,86,Center,Mixed,0,23,3,0.7,15.34,Fake
